"","Methanobrevibacter.01","Methanosphaera.01","Methanomassiliicoccus.01","vadinCA11.01","Actinomyces.01","Arcanobacterium.01","Mobiluncus.01","Corynebacterium.01","Rothia.01","Propionibacterium.01","Bifidobacterium.01","Gardnerella.01","Scardovia.01","Adlercreutzia.01","Atopobium.01","Collinsella.01","Eggerthella.01","Enterococcus.01","Slackia.01","Bacteroides.01","Paludibacter.01","Parabacteroides.01","Porphyromonas.01","Tannerella.01","Prevotella.01","AF12.01","Alistipes.01","Butyricimonas.01","Odoribacter.01","CF231.01","Paraprevotella.01","YRC22.01","X.Prevotella..01","Capnocytophaga.01","Pedobacter.01","Bacillus.01","Staphylococcus.01","Abiotrophia.01","Enterococcus.02","Lactobacillus.01","Pediococcus.01","Leuconostoc.01","Weissella.01","Lactococcus.01","Streptococcus.01","Turicibacter.01","Christensenella.01","Clostridium.01","SMB53.01","Dehalobacterium.01","Anaerofustis.01","Pseudoramibacter_Eubacterium.01","Anaerostipes.01","Blautia.01","Butyrivibrio.01","Clostridium.02","Coprococcus.01","Dorea.01","Lachnoanaerobaculum.01","Lachnobacterium.01","Lachnospira.01","Lactonifactor.01","Marvinbryantia.01","Moryella.01","Oribacterium.01","Roseburia.01","Shuttleworthia.01","X.Ruminococcus..01","Peptococcus.01","rc4.4.01","Peptostreptococcus.01","Anaerotruncus.01","Butyricicoccus.01","Clostridium.03","Faecalibacterium.01","Gemmiger.01","Oscillospira.01","Ruminococcus.01","Syntrophomonas.01","Acidaminococcus.01","Anaerovibrio.01","Dialister.01","Megamonas.01","Megasphaera.01","Mitsuokella.01","Phascolarctobacterium.01","Schwartzia.01","Selenomonas.01","Succiniclasticum.01","Veillonella.01","Mogibacterium.01","X1.68.01","Anaerococcus.01","Finegoldia.01","Parvimonas.01","Peptoniphilus.01","WAL_1855D.01","ph2.01","Allobaculum.01","Anaerorhabdus.01","Bulleidia.01","Catenibacterium.01","Clostridium.04","Coprobacillus.01","Holdemania.01","RFN20.01","X.Eubacterium..01","cc_115.01","p.75.a5.01","Fusobacterium.01","Leptotrichia.01","Sneathia.01","Victivallis.01","Brevundimonas.01","Ochrobactrum.01","Agrobacterium.01","Shinella.01","Paracoccus.01","Raphanus.01","Sphingomonas.01","Achromobacter.01","Sutterella.01","Oxalobacter.01","Ralstonia.01","Kingella.01","Neisseria.01","Bilophila.01","Desulfovibrio.01","Campylobacter.01","Helicobacter.01","Succinivibrio.01","Cardiobacterium.01","Providencia.01","Aggregatibacter.01","Haemophilus.01","Acinetobacter.01","Pseudomonas.01","Ignatzschineria.01","Pseudoxanthomonas.01","Treponema.01","Brachyspira.01","Pyramidobacter.01","TG5.01","Cloacibacillus.01","Synergistes.01","Anaeroplasma.01","Mycoplasma.01","Akkermansia.01","HMDB00001","HMDB00005","HMDB00012","HMDB00017","HMDB00019","HMDB00020","HMDB00026","HMDB00032","HMDB00034","HMDB00036","HMDB00039","HMDB00043","HMDB00045","HMDB00054","HMDB00056","HMDB00058","HMDB00060","HMDB00062","HMDB00063","HMDB00064","HMDB00067","HMDB00070","HMDB00076","HMDB00078","HMDB00079","HMDB00086","HMDB00089","HMDB00092","HMDB00094","HMDB00097","HMDB00098","HMDB00099","HMDB00114","HMDB00118","HMDB00122","HMDB00123","HMDB00126","HMDB00127","HMDB00128","HMDB00131","HMDB00134","HMDB00138","HMDB00139","HMDB00148","HMDB00152","HMDB00156","HMDB00157","HMDB00158","HMDB00159","HMDB00161","HMDB00162","HMDB00163","HMDB00167","HMDB00168","HMDB00169","HMDB00172","HMDB00175","HMDB00176","HMDB00177","HMDB00182","HMDB00186","HMDB00187","HMDB00190","HMDB00191","HMDB00192","HMDB00195","HMDB00197","HMDB00201","HMDB00202","HMDB00205","HMDB00206","HMDB00208","HMDB00209","HMDB00210","HMDB00211","HMDB00215","HMDB00220","HMDB00222","HMDB00224","HMDB00226","HMDB00230","HMDB00232","HMDB00243","HMDB00247","HMDB00251","HMDB00252","HMDB00254","HMDB00259","HMDB00267","HMDB00269","HMDB00271","HMDB00277","HMDB00289","HMDB00291","HMDB00292","HMDB00294","HMDB00296","HMDB00299","HMDB00300","HMDB00301","HMDB00305","HMDB00308","HMDB00317","HMDB00323","HMDB00327","HMDB00336","HMDB00339","HMDB00345","HMDB00350","HMDB00355","HMDB00357","HMDB00375","HMDB00378","HMDB00387","HMDB00396","HMDB00407","HMDB00413","HMDB00416","HMDB00424","HMDB00439","HMDB00448","HMDB00450","HMDB00459","HMDB00462","HMDB00477","HMDB00479","HMDB00482","HMDB00488","HMDB00489","HMDB00493","HMDB00498","HMDB00508","HMDB00510","HMDB00511","HMDB00512","HMDB00517","HMDB00518","HMDB00522","HMDB00525","HMDB00529","HMDB00532","HMDB00535","HMDB00552","HMDB00560","HMDB00562","HMDB00564","HMDB00565","HMDB00574","HMDB00594","HMDB0059655","HMDB00613","HMDB00619","HMDB00622","HMDB00623","HMDB00625","HMDB00626","HMDB00630","HMDB00631","HMDB00637","HMDB00638","HMDB00640","HMDB00641","HMDB00646","HMDB00650","HMDB00651","HMDB00656","HMDB00660","HMDB00661","HMDB00666","HMDB00669","HMDB00670","HMDB00671","HMDB00672","HMDB00673","HMDB00678","HMDB00679","HMDB00682","HMDB00684","HMDB00686","HMDB00688","HMDB00691","HMDB00695","HMDB00696","HMDB00698","HMDB00699","HMDB00701","HMDB00705","HMDB00707","HMDB00708","HMDB00709","HMDB00714","HMDB00715","HMDB00718","HMDB00720","HMDB00725","HMDB00730","HMDB00731","HMDB00732","HMDB00736","HMDB00746","HMDB00754","HMDB00755","HMDB00760","HMDB00763","HMDB00764","HMDB00766","HMDB00767","HMDB00772","HMDB00774","HMDB00779","HMDB00782","HMDB00783","HMDB00784","HMDB00788","HMDB00791","HMDB00792","HMDB00806","HMDB00807","HMDB00808","HMDB00812","HMDB00821","HMDB00824","HMDB00826","HMDB00827","HMDB00840","HMDB00848","HMDB00852","HMDB00854","HMDB00855","HMDB00856","HMDB00866","HMDB00867","HMDB00872","HMDB00875","HMDB00881","HMDB00883","HMDB00884","HMDB00888","HMDB00892","HMDB00896","HMDB00897","HMDB00901","HMDB00904","HMDB00912","HMDB00913","HMDB00921","HMDB00925","HMDB00929","HMDB00932","HMDB00939","HMDB00943","HMDB00946","HMDB00947","HMDB00951","HMDB00959","HMDB00965","HMDB00991","HMDB00996","HMDB01008","HMDB01015","HMDB01032","HMDB01043","HMDB01046","HMDB01067","HMDB01123","HMDB01138","HMDB01161","HMDB01173","HMDB01212","HMDB01248","HMDB01256","HMDB01257","HMDB01301","HMDB01325","HMDB01341","HMDB01344","HMDB01348","HMDB01353","HMDB01358","HMDB01383","HMDB01406","HMDB01425","HMDB01429","HMDB01434","HMDB01448","HMDB01539","HMDB01545","HMDB01547","HMDB01565","HMDB01624","HMDB01844","HMDB01847","HMDB01850","HMDB01857","HMDB01859","HMDB01860","HMDB01870","HMDB01878","HMDB01886","HMDB01889","HMDB01893","HMDB01895","HMDB01913","HMDB01918","HMDB01921","HMDB01923","HMDB01924","HMDB01925","HMDB01928","HMDB01931","HMDB01932","HMDB01954","HMDB01976","HMDB01982","HMDB01991","HMDB01999","HMDB02000","HMDB02005","HMDB02007","HMDB02013","HMDB02038","HMDB02039","HMDB02064","HMDB02068","HMDB02070","HMDB02088","HMDB02095","HMDB02100","HMDB02108","HMDB02110","HMDB02123","HMDB02183","HMDB02199","HMDB02201","HMDB02203","HMDB02212","HMDB02226","HMDB02231","HMDB02243","HMDB02250","HMDB02259","HMDB02264","HMDB02271","HMDB02284","HMDB02302","HMDB02320","HMDB02329","HMDB02331","HMDB02366","HMDB02434","HMDB02453","HMDB02486","HMDB02580","HMDB02639","HMDB02712","HMDB02721","HMDB02759","HMDB02802","HMDB02815","HMDB02820","HMDB02823","HMDB02825","HMDB02829","HMDB02869","HMDB02925","HMDB02931","HMDB02994","HMDB03045","HMDB03072","HMDB03073","HMDB03099","HMDB03148","HMDB03157","HMDB03178","HMDB03229","HMDB03290","HMDB03320","HMDB03331","HMDB03349","HMDB03374","HMDB03464","HMDB03681","HMDB03736","HMDB03818","HMDB03869","HMDB03911","HMDB04044","HMDB04089","HMDB04148","HMDB04157","HMDB04193","HMDB04194","HMDB04225","HMDB04400","HMDB04484","HMDB04620","HMDB04666","HMDB04704","HMDB04705","HMDB04824","HMDB04827","HMDB04949","HMDB04950","HMDB04983","HMDB04988","HMDB05015","HMDB05017","HMDB05021","HMDB05028","HMDB05032","HMDB05060","HMDB05065","HMDB05066","HMDB05320","HMDB05322","HMDB05323","HMDB05324","HMDB05334","HMDB05349","HMDB05779","HMDB05923","HMDB06028","HMDB06029","HMDB06111","HMDB06116","HMDB06210","HMDB06275","HMDB06294","HMDB06344","HMDB06347","HMDB06409","HMDB06460","HMDB06469","HMDB06528","HMDB06547","HMDB06695","HMDB07103","HMDB07112","HMDB07132","HMDB07218","HMDB07219","HMDB07220","HMDB07228","HMDB07248","HMDB07249","HMDB07250","HMDB07257","HMDB07856","HMDB07869","HMDB07883","HMDB07969","HMDB07970","HMDB07972","HMDB07973","HMDB07975","HMDB07982","HMDB07991","HMDB08006","HMDB08008","HMDB08038","HMDB08039","HMDB08048","HMDB08057","HMDB08123","HMDB08138","HMDB08141","HMDB08147","HMDB08993","HMDB08994","HMDB09003","HMDB09069","HMDB09093","HMDB09783","HMDB09784","HMDB09789","HMDB09809","HMDB09815","HMDB10163","HMDB10316","HMDB10318","HMDB10325","HMDB10378","HMDB10382","HMDB10383","HMDB10384","HMDB10386","HMDB10388","HMDB10395","HMDB10405","HMDB10407","HMDB10738","HMDB11103","HMDB11105","HMDB11107","HMDB11129","HMDB11130","HMDB11170","HMDB11171","HMDB11172","HMDB11178","HMDB11206","HMDB11207","HMDB11211","HMDB11220","HMDB11342","HMDB11343","HMDB11352","HMDB11375","HMDB11376","HMDB11503","HMDB11506","HMDB11507","HMDB11517","HMDB11537","HMDB11538","HMDB11549","HMDB11565","HMDB11567","HMDB11621","HMDB11635","HMDB11667","HMDB11686","HMDB11737","HMDB11738","HMDB11741","HMDB11745","HMDB11749","HMDB11753","HMDB11756","HMDB11757","HMDB11760","HMDB12085","HMDB12087","HMDB12091","HMDB12097","HMDB12101","HMDB12102","HMDB12103","HMDB12104","HMDB12105","HMDB12107","HMDB12141","HMDB12235","HMDB12252","HMDB12383","HMDB12458","HMDB12881","HMDB13034","HMDB13127","HMDB13130","HMDB13133","HMDB13211","HMDB13240","HMDB13253","HMDB13287","HMDB13288","HMDB13326","HMDB13622","HMDB13676","HMDB13678","HMDB13713","HMDB13854","HMDB13899","HMDB13989","HMDB14339","HMDB14445","HMDB14763","HMDB14794","HMDB14847","HMDB15017","HMDB15109","HMDB15150","HMDB15182","HMDB15205","HMDB15393","HMDB28907","HMDB29142","HMDB29155","HMDB29159","HMDB29160","HMDB29377","HMDB29412","HMDB29432","HMDB29576","HMDB29723","HMDB29737","HMDB29738","HMDB31057","HMDB31074","HMDB32055","HMDB32332","HMDB33143","HMDB33433","HMDB33585","HMDB33592","HMDB33724","HMDB33844","HMDB34220","HMDB34323","HMDB35227","HMDB35514","HMDB37397","HMDB38670","HMDB41623","HMDB41708","HMDB41836","HMDB59586","HMDB59587","HMDB59724","HMDB59745","HMDB59766","HMDB59772","HMDB59911","HMDB60013","HMDB60014","HMDB60015","HMDB60026","HMDB60038","HMDB60426","HMDB60564","HMDB60920","HMDB60994","HMDB60997","HMDB61112","HMDB61115","HMDB61116","HMDB61636","HMDB61661","HMDB61677","HMDB61684","HMDB61690","HMDB61694","HMDB61695","HMDB61696","HMDB61702","HMDB61705","HMDB61714","HMDB61715","HMDB61717","HMDB61725","HMDB62551","HMDB62557","HMDB62775"
"Methanobrevibacter.01",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591266393661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608746767044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52908295393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520622014999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.568839013577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Methanosphaera.01",0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601566135883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645958960056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
